worker_id,score
A11YS0T8MV3Q7C,1
A13GUTDMGGZZDL,1
A166A2M31CW2C7,1
A19F9CLZ0XWBYR,1
A1F9KLZGHE9DTA,1
A1FS8SBR4SDWYG,1
A1IFIK8J49WBER,1
A1LRJ4U04532TM,1
A1MKEILXWWLBW2,1
A1OZPLHNIU1519,1
A1TARNH07A75CG,1
A1V2H0UF94ATWY,1
A1WH32GYQOHIRQ,1
A20TOOYZRH6KUZ,1
A21A1WG4T60KG0,1
A21UA6O7ZFAIQJ,1
A24GX1OZE6AY04,1
A24Z9RP5YZZ2TY,1
A26M997VYVK0E6,1
A28HB7240OFGEW,1
A2B1YSMEHN1G2K,1
A2C84POENS2UNY,1
A2DVV59R1CQU6T,1
A2EH7IQCDH2Q5D,1
A2EPBSY0VPI38S,1
A2HC9549CZAKNN,1
A2ONILC0LZKG6Y,1
A2QOB4FDI8ZHOB,1
A2TXZVXQU5FQZ9,1
A2TZAXWOB3JMNV,1
A2X9VV3B0FZKHY,1
A304UJAE051J89,1
A320QA9HJFUOZO,1
A37GOI3N77WX21,1
A384EFVY03N5KE,1
A3BCKNE5CWHODZ,1
A3MYTEE8WSEQ2Z,1
A3VG22WR5I4UG2,1
A58GP5CIF6DJ5,1
A7TI4X4LRGQA0,1
AA5ZDXAA2DLY1,1
ACSS93E03ZUGX,1
ADXHWQLUQBK77,1
AHDBHMH3AY1V2,1
AKQAI78JTXXC9,1
AOSO1D81K0ET0,1
ARI1EMAHUA9PO,1
AUZNL6ARA1UEC,1
AXPZAP62ZYWP8,1
AZNIEFUIVB2H0,1